district,rooms,size,level,max_levels,price,street
Мирзо-Улугбекский,1,46.0,1,5,33000.0, Феруза
Мирзо-Улугбекский,3,71.0,4,4,40200.0, Феруза
Чиланзарский,1,50.0,5,5,21500.0, Чиланзар 19-й квартал
Яккасарайский,1,43.0,6,16,34000.0, Нукус 2а
Юнусабадский,2,60.0,9,9,32000.0, Юнусабад 14-й квартал
Юнусабадский,2,60.0,1,4,31999.0, Юнусабад 18-й квартал
Юнусабадский,2,57.0,4,4,32000.0, Юнусабад 7-й квартал
Юнусабадский,3,75.0,4,9,80000.0, ц-6 Минор (Ц-6)
Юнусабадский,2,62.0,4,4,33000.0, Юнусабад 2-й квартал
Яккасарайский,2,43.0,6,16,34000.0, Нукус
Чиланзарский,2,48.0,1,4,34000.0, Парламент
Юнусабадский,3,70.0,1,9,68000.0, ц-6 Минор (Ц-6)
Юнусабадский,2,54.0,2,4,33000.0, Юнусабад 6-й квартал
Юнусабадский,2,50.0,4,4,33500.0, Юнусабад 7-й квартал
Юнусабадский,2,50.0,2,4,33500.0, Юнусабад 6-й квартал
Чиланзарский,2,60.0,2,9,36000.0, Чиланзар
Чиланзарский,2,60.0,1,9,41500.0," Французская планировка, все раздельно, 60 м2"
Чиланзарский,2,68.0,1,4,41000.0, Чиланзар-9
Чиланзарский,2,50.0,1,5,34500.0, Чиланзар
Чиланзарский,2,50.0,4,4,32500.0, Чиланзар-20
Чиланзарский,2,60.0,4,5,38000.0,
Юнусабадский,4,122.0,8,9,134000.0, Киёт
Яккасарайский,3,88.0,5,5,45500.0, Нукус
Яккасарайский,4,118.0,8,12,102711.0, Бабура
Юнусабадский,2,55.0,1,3,42500.0, Регистон
Юнусабадский,2,60.0,4,4,34000.0, Юнусабад 18-й квартал
Яккасарайский,2,47.0,4,4,47500.0, Бабура
Юнусабадский,2,78.0,1,9,34000.0, Юнусабад 13-й квартал
Яккасарайский,2,62.0,8,9,42000.0, Бабура
Юнусабадский,2,50.0,4,4,34000.0, Юнусабад 6-й квартал
Юнусабадский,2,60.0,4,4,34000.0, Юнусабад 9-й квартал
Юнусабадский,2,60.0,3,4,34500.0, Юнусабад 7-й квартал
Юнусабадский,2,78.0,1,9,33998.0, Юнусабад 13-й квартал
Юнусабадский,2,50.0,4,4,34000.0, Юнусабад 6-й квартал
Юнусабадский,2,60.0,4,4,34000.0, Юнусабад 9-й квартал
Яшнободский,3,75.0,5,9,64700.0, Садыка Азимова (Жуковского)
Юнусабадский,4,82.0,1,4,85500.0, ц-4 Кашгар (Ц-4)
Чиланзарский,1,36.0,1,5,25500.0, Чиланзар
Чиланзарский,1,36.0,2,5,28500.0, Чиланзар-6
Чиланзарский,1,42.0,4,4,28000.0, Чиланзар
Чиланзарский,1,46.0,2,5,31500.0, Чиланзар
Чиланзарский,2,50.0,1,5,36000.0, Чиланзар
Яккасарайский,3,75.0,5,9,55000.0, Сафдош
Чиланзарский,3,75.0,9,9,60000.0, Лутфи
Юнусабадский,2,64.0,5,9,37000.0, Юнусабад -4
Яккасарайский,2,60.0,4,9,47000.0, Юнус Ражабий
Юнусабадский,4,90.0,4,4,53000.0, ц-6 Минор (Ц-6)
Мирзо-Улугбекский,4,86.0,3,5,50000.0, Институт культуры
Мирзо-Улугбекский,3,72.0,1,4,46000.0, Налоговая
Учтепинский,5,105.0,7,9,85000.0, Лутфий
Яккасарайский,1,34.0,2,4,29000.0, Урикзор
Мирзо-Улугбекский,1,28.0,1,4,21500.0, Академ городок
Чиланзарский,2,47.0,4,4,35500.0, Мукими
Чиланзарский,2,42.0,1,4,39600.0, Чиланзар 3-й квартал
Чиланзарский,3,110.0,2,8,160000.0, Мукими
Мирабадский,1,40.0,2,9,42000.0, 1-й проезд Катта Миробод
Чиланзарский,2,50.0,4,4,40500.0, Чиланзар 2-й квартал
Чиланзарский,1,29.0,4,4,24500.0, Чиланзар 3-й квартал
Чиланзарский,2,42.0,4,4,34000.0, Чиланзар 3-й квартал
Чиланзарский,2,42.0,3,4,36999.0, Чиланзар 3-й квартал
Чиланзарский,3,65.0,4,5,30000.0, 3-й проезд Навбахор
Юнусабадский,3,65.0,3,5,45000.0, ТашГРЭС
Чиланзарский,2,45.0,3,5,26000.0, Чиланзар 3-й квартал
Мирзо-Улугбекский,4,90.0,3,4,133000.0, ц-1 Буюк ипак йули (Ц-1)
Мирзо-Улугбекский,4,86.0,4,5,60000.0, Буюк ипак
Мирзо-Улугбекский,2,40.0,4,4,34000.0, 171 школа
Чиланзарский,1,35.0,2,4,20000.0, Чиланзар 3-й квартал
Олмазорский,5,100.0,1,4,71000.0, Каракамыш-2/1
Яккасарайский,2,78.0,4,8,100000.0, Шота Руставели
Яккасарайский,1,20.0,2,4,14500.0, 1-й проезд Имама ат-Термези
Олмазорский,2,40.0,3,4,27500.0, Каракамыш квартал 1/2
Шайхантахурский,3,75.0,2,4,55000.0, Лабзак
Мирабадский,3,90.0,7,9,92000.0, 8-й проезд Мироншаха
Мирзо-Улугбекский,2,137.0,2,6,125000.0, Дархан
Мирабадский,4,152.0,4,9,140000.0, Госпитальный
Мирабадский,3,90.0,3,5,105000.0, Ул Нукуская
Яккасарайский,2,55.0,3,4,41000.0, Шота Руставели
Мирзо-Улугбекский,3,90.0,2,9,51000.0, Карасу 6-й квартал
Чиланзарский,2,48.0,3,4,43000.0, Новза
Мирзо-Улугбекский,3,78.0,5,5,39000.0, Карасу 6-й квартал
Яккасарайский,1,38.0,2,5,25600.0, Кушбеги
Чиланзарский,3,70.0,3,5,68000.0, проспект Бунёдкор
Мирзо-Улугбекский,2,50.0,1,4,30000.0, Ялангач
Чиланзарский,2,55.0,4,4,39000.0, Чиланзар 2-й квартал
Чиланзарский,4,90.0,5,9,50000.0, Аль-Хорезми-2
Чиланзарский,1,37.0,1,4,25500.0, Чиланзар 2-й квартал
Мирзо-Улугбекский,3,80.0,3,4,120000.0, ц-1 Буюк ипак йули (Ц-1)
Чиланзарский,4,105.0,7,9,95000.0, проспект Бунёдкор
Учтепинский,1,45.0,5,9,27000.0, Такачи
Чиланзарский,2,42.0,1,4,36800.0, Чиланзар 2-й квартал
Мирзо-Улугбекский,2,40.0,1,3,26000.0, Магрур (Индустриальная)
Чиланзарский,1,29.0,2,4,24200.0, Чиланзар 2-й квартал
Учтепинский,3,72.0,5,5,45000.0, Хамрокула Турсункулова
Мирзо-Улугбекский,2,40.0,5,5,31500.0, Буюк Ипак Йули
Юнусабадский,3,78.0,4,4,55000.0, Киёт
Чиланзарский,3,70.0,4,5,32000.0, Чиланзар 2-й квартал
Чиланзарский,3,74.0,5,9,74000.0, Чиланзар 7-й квартал
Чиланзарский,2,55.0,3,4,26000.0, 1-й проезд Ходжаева
Мирзо-Улугбекский,2,60.0,6,9,34000.0, Городок Тракторостроителей 2-й квартал
Яккасарайский,1,33.0,2,4,22000.0, Тукимачи
Мирзо-Улугбекский,2,60.0,1,5,46000.0, Ахмада Югнаки
Мирзо-Улугбекский,2,58.0,2,9,42000.0, 1-й Асакинский проезд
Чиланзарский,3,68.0,2,4,61000.0, Мукими
Чиланзарский,3,67.0,2,4,47000.0, Алгоритм к ш
Мирзо-Улугбекский,2,77.0,4,4,65000.0," Улица Чуст,гост.Саехат,мечеть,171школа"
Олмазорский,2,50.0,2,4,30000.0, Каракамыш квартал 2/4
Янгихаётский,2,57.0,3,7,35000.0, 9-й строительный участок
Мирзо-Улугбекский,3,70.0,4,4,44998.0, Буз-2 (Буз)
Юнусабадский,2,60.0,7,9,35000.0, Юнусабад 9-й квартал
Юнусабадский,2,57.0,4,9,36000.0, Юнусабад 4-й квартал
Юнусабадский,2,57.0,4,9,35999.0, Юнусабад 4-й квартал
Юнусабадский,2,58.0,2,5,36500.0, Юнусабад 10-й квартал
Юнусабадский,2,68.0,9,9,36500.0, Юнусабад 4-й квартал
Мирзо-Улугбекский,3,70.0,5,5,47000.0, Аккурган
Мирзо-Улугбекский,3,97.0,9,9,55290.0, Мухаммада Юсуфа (Дагестанская)
Мирзо-Улугбекский,2,67.0,9,9,38190.0, Сайрам
Мирзо-Улугбекский,2,56.0,3,5,32000.0, Ахмада Югнаки
Учтепинский,2,42.0,4,5,28500.0, Чиланзар 15-й квартал
Мирзо-Улугбекский,2,60.0,8,9,40000.0, Карасу 1-й квартал
Яккасарайский,2,86.0,6,8,75000.0, Яккасарай
Чиланзарский,1,30.0,2,4,20200.0, Чиланзар-18
Чиланзарский,2,51.0,2,4,23200.0, Чиланзар-17
Шайхантахурский,3,90.0,4,9,105000.0, Джангох
Учтепинский,1,30.0,2,4,20200.0, Чиланзар-12
Чиланзарский,2,51.0,3,5,24200.0, Чиланзар-20
Чиланзарский,3,64.0,2,5,35200.0, Чиланзар-9
Чиланзарский,2,51.0,2,4,25200.0, Чиланзар-19
Чиланзарский,1,30.0,2,4,22200.0, Чиланзар-20
Чиланзарский,2,51.0,3,4,26200.0, Чиланзар-17
Юнусабадский,2,50.0,3,4,36500.0, Юнусабад 13-й квартал
Яшнободский,2,66.0,1,5,28000.0, Илтифот
Юнусабадский,2,56.0,4,4,37000.0, Юнусабад 13-й квартал
Юнусабадский,2,57.0,3,9,37000.0, Юнусабад 14-й квартал
Яшнободский,1,40.0,5,8,13700.0, Иззат
Юнусабадский,2,71.0,4,5,38000.0, Юнусабад 19-й квартал
Юнусабадский,2,58.0,3,5,38000.0, Юнусабад 9-й квартал
Олмазорский,4,125.0,1,3,80000.0, 1-й Зарбдарский проезд
Мирабадский,2,40.0,1,1,22500.0, СЕВЕРНЫЙ ВОКЗАЛ
Яккасарайский,2,60.0,4,4,45500.0, Ракат
Мирзо-Улугбекский,4,92.0,4,5,52000.0, Карасу 6-й квартал
Юнусабадский,2,54.0,1,4,38500.0, Юнусабад 11-й квартал
Мирзо-Улугбекский,4,91.0,3,5,50000.0, Карасу 6-й квартал
Яшнободский,1,21.0,3,4,14700.0, Городок Авиастроителей 3-й квартал
Учтепинский,3,72.0,1,9,44300.0, Чиланзар 31-й квартал
Юнусабадский,2,48.0,3,4,38999.0, Юнусабад 18-й квартал
Шайхантахурский,3,104.0,3,9,60000.0," Миллий Бог метро ,Новостройка"
Яшнободский,2,65.0,6,9,53000.0, Эльбек Переушка
Яшнободский,2,65.0,5,5,64999.0, Городок Авиастроителей 3-й квартал
Мирзо-Улугбекский,2,62.0,5,5,36500.0, Карасу 1-й квартал
Мирзо-Улугбекский,2,50.0,5,5,35000.0, Буюк Ипак Йули
Олмазорский,4,86.0,5,5,55000.0, проезд Фараби
Юнусабадский,2,50.0,4,4,33500.0, Юнусабад 11-й квартал
Мирзо-Улугбекский,2,56.0,2,4,37000.0, Олой
Яккасарайский,4,180.0,8,8,235000.0, Ул Нукуская
Мирзо-Улугбекский,2,60.0,2,5,38200.0, Карасу 1-й квартал
Чиланзарский,3,84.0,2,5,46000.0, Кичик Халка йули
Мирзо-Улугбекский,2,62.0,4,4,38500.0, Карасу 2-й квартал
Юнусабадский,2,56.0,4,5,39000.0, Юнусабад 19-й квартал
Янгихаётский,4,96.0,9,9,34500.0, Йулдош 16-й квартал
Юнусабадский,2,63.0,2,5,39999.0, Юнусабад 5-й квартал
Учтепинский,5,109.0,7,9,65000.0, Чиланзар 23-й квартал
Мирзо-Улугбекский,3,100.0,2,5,128000.0, Садыка Азимова (Жуковского)
Юнусабадский,2,49.0,1,4,40000.0, Юнусабад 11-й квартал
Учтепинский,2,47.0,4,4,30500.0, Чиланзар 21-й квартал
Мирабадский,3,90.0,6,9,87000.0, Айбека (пр-т Косманавтов)
Яккасарайский,4,95.0,4,4,79500.0, Бабура
Чиланзарский,4,100.0,7,9,65000.0, Чиланзар квартал 20Д
Юнусабадский,2,50.0,1,4,41000.0, Юнусабад 11-й квартал
Учтепинский,3,80.0,3,5,60000.0, Чиланзар 15-й квартал
Юнусабадский,3,82.0,4,4,42000.0, Юнусабад-18
Учтепинский,2,52.0,5,5,30000.0, Чиланзар 15-й квартал
Яккасарайский,2,55.0,2,4,65000.0, Самарканд
Учтепинский,4,80.0,5,5,62000.0, Чиланзар квартал Г9А
Чиланзарский,3,57.0,1,4,44000.0, Чиланзар 8-й квартал
Чиланзарский,2,50.0,6,8,38999.0, Чиланзар 8-й квартал
Учтепинский,2,59.0,9,9,27000.0, Такачи
Яшнободский,2,60.0,1,6,30000.0, Чилонота
Мирзо-Улугбекский,5,140.0,3,8,98000.0, 2-й Паркентский проезд
Мирабадский,4,164.0,3,7,120000.0, Ташлак
Мирзо-Улугбекский,5,135.0,1,9,82000.0, Турон
Шайхантахурский,3,75.0,8,9,49000.0, Джангох
Мирзо-Улугбекский,3,70.0,4,5,45000.0, Аккурган
Чиланзарский,3,70.0,5,5,41000.0, Аль-Хорезми-2
Мирабадский,2,52.0,2,4,50000.0, Тонг Юлдузи
Мирзо-Улугбекский,2,50.0,4,4,28700.0, Городок Тракторостроителей 1-й квартал
Чиланзарский,3,72.0,6,9,54000.0, Аль-Хорезми-1
Мирзо-Улугбекский,2,60.0,6,6,34000.0, Городок Тракторостроителей 2-й квартал
Юнусабадский,2,60.0,3,4,41500.0, Юнусабад 7-й квартал
Юнусабадский,2,60.0,3,4,41500.0, Юнусабад 7-й квартал
Чиланзарский,3,73.0,4,12,60000.0, М
Мирабадский,2,65.0,4,9,80000.0, Айбека (пр-т Косманавтов)
Юнусабадский,3,110.0,5,8,335000.0, Кашгар
Яккасарайский,3,80.0,2,10,124999.0, Кичик Бешагач
Мирабадский,3,120.0,2,7,164500.0, Федорович клиника
